symbol,name,price_usd,change_abs,change_pct,market_cap_usd,volume_24h_usd,volume_since0_usd,total_volume_all_24h,circulating_supply,vol_ratio,price_usd_log,market_cap_log,volume_24h_log,node_id,degree_centrality,pagerank
BTM-USD,Bytom USD,0.01752,-0.000553,-0.030600000000000002,31375000.0,289753.0,289753.0,289753.0,1791000000.0,0.009235155378486055,0.017368294161092,17.26152198728873,12.576787566111024,524,0.002622091117666339,0.00040436778028350327
VOXEL-USD,Voxies USD,0.266092,0.00892,0.0347,31202000.0,15628000.0,15628000.0,15628000.0,117261000.0,0.5008653291455676,0.23593499090788486,17.25599278533856,16.56457479914481,525,0.002622091117666339,0.0003801582649522133
YLD8066-USD,Yield App USD,0.15082,-4e-06,0.0,31102000.0,440968.0,440968.0,440968.0,206217000.0,0.01417812359333805,0.1404747317586985,17.252782715915693,12.996729857173609,526,0.0022943297279580466,0.0003317273731142757
BCD-USD,Bitcoin Diamond USD,0.166785,-0.002309,-0.0137,31104000.0,73906.0,73906.0,73906.0,186493000.0,0.002376093106995885,0.15425210325515712,17.252847018392508,11.210562825048497,527,0.0032776138970829235,0.00045464471697368743
TROY-USD,TROY USD,0.003604,6.9e-05,0.0196,31087000.0,1657000.0,1657000.0,1657000.0,8625000000.0,0.05330202335381349,0.003597521153841528,17.25230031549734,14.32051989990882,528,0.0016388069485414618,0.00026955925692730875
YOOSHI-USD,YooShi USD,8e-08,0.0,-0.008,30942000.0,147276.0,147276.0,147276.0,373352000000000.0,0.004759744037230948,7.999999680000017e-08,17.24762507457968,11.900070446335025,529,0.0016388069485414618,0.0002359599691863134
GEL-USD,Gelato USD,0.282073,-0.011083,-0.0378,30830000.0,277636.0,277636.0,277636.0,109299000.0,0.009005384365877393,0.24847829915501946,17.24399883229827,12.534069784035683,530,0.002622091117666339,0.0003995639088400594
FORT20622-USD,Forta USD,0.12517,0.002721,0.0222,30780000.0,389689.0,389689.0,389689.0,245908000.0,0.012660461338531513,0.11793413535136067,17.242375718863634,12.873106830232867,531,0.0019665683382497543,0.000309359606884765
VXVS-USD,Venus XVS USD,0.136719,0.038296,0.3891,30684000.0,408221.0,408221.0,408221.0,224434000.0,0.013304034676052666,0.12814604262317733,17.2392519366516,12.919566423055027,532,0.0016388069485414618,0.00024231865405318422
CITY10049-USD,Manchester City Fan Token USD,5.2493,-0.2059,-0.0377,30392000.0,33608000.0,33608000.0,33608000.0,5790000.0,1.10581732034746,1.8324694574758418,17.229690006752993,17.330274721586175,533,0.0029498525073746312,0.00042216936584151205
VELO-USD,Velo USD,0.006041,-0.000105,-0.0171,30107000.0,6086000.0,6086000.0,6086000.0,4984000000.0,0.20214568040654998,0.006022826314262794,17.220268294036053,15.621501773750575,534,0.0019665683382497543,0.00029411663959504915
LON-USD,Tokenlon Network Token USD,0.675321,0.010486,0.0158,30092000.0,1294000.0,1294000.0,1294000.0,44559000.0,0.04300146218263991,0.5160047887071322,17.219769946893674,14.073249526840211,535,0.0019665683382497543,0.0002865478977579375
REI19819-USD,REI Network USD,0.031533,-0.000496,-0.0155,29956000.0,1684000.0,1684000.0,1684000.0,950000000.0,0.05621578314861797,0.03104604526173294,17.215240229733688,14.33668306760846,536,0.002622091117666339,0.0003862200489776193
DATA-USD,Streamr USD,0.038982,-0.001082,-0.027000000000000003,29904000.0,4237000.0,4237000.0,4237000.0,767122000.0,0.14168673087212413,0.03824138761668519,17.213502842117823,15.259366265624717,537,0.0019665683382497543,0.0002880248922364373
HI-USD,HI USD,0.010276,0.000177,0.0175,29787000.0,410451.0,410451.0,410451.0,2899000000.0,0.013779534696344043,0.010223560849185515,17.209582648255534,12.925014270465235,538,0.002622091117666339,0.00039705529062567636
BEL-USD,Bella Protocol USD,0.618424,-0.010406,-0.0165,29684000.0,14837000.0,14837000.0,14837000.0,48000000.0,0.49983155908907156,0.4814528362226395,17.206118771760345,16.512634686332,539,0.0016388069485414618,0.0002572021601746122
SWAP-USD,TrustSwap USD,0.294886,0.001133,0.0039,29487000.0,1181000.0,1181000.0,1181000.0,99995000.0,0.04005154813985824,0.25842266038852413,17.199460080130127,13.981872941919192,540,0.0019665683382497543,0.0002934082631776488
ELA-USD,Elastos USD,1.4465,-0.011,-0.0076,29432000.0,269807.0,269807.0,269807.0,20347000.0,0.009167131013862462,0.8946584317470412,17.19759310974337,12.505465873909966,541,0.0029498525073746312,0.00041460267760401334
GAFI-USD,GameFi.org USD,5.68,-0.2381,-0.04019999999999999,29325000.0,164359.0,164359.0,164359.0,5163000.0,0.005604739982949702,1.8991179875485544,17.19395098660441,12.009814422997346,542,0.0022943297279580466,0.0003227717225665042
GZONE-USD,GameZone USD,0.034736,0.000467,0.0136,29183000.0,21790.0,21790.0,21790.0,840117000.0,0.0007466675804406675,0.0341463217170505,17.189096940184772,9.989252319496922,543,0.002622091117666339,0.00039943051579093973
ROUTE-USD,Router Protocol USD,2.6513,-0.0067,-0.0025,29066000.0,1800000.0,1800000.0,1800000.0,10963000.0,0.06192802587215303,1.295083268566484,17.18507969857271,14.403297778421795,544,0.002622091117666339,0.00036733700093477805
NULS-USD,NULS USD,0.284223,0.005252,0.0188,28976000.0,3308000.0,3308000.0,3308000.0,101949000.0,0.11416344561016013,0.25015386620029784,17.18197849361665,15.011854637423134,545,0.0022943297279580466,0.000342437143554203
USDK-USD,USDK USD,1.0123,-0.0061,-0.006,28952000.0,72.0,72.0,72.0,28600000.0,2.4868748273003593e-06,0.6992783464901855,17.181149878765645,4.290459441148391,546,0.0016388069485414618,0.0002609787761427853
RSV-USD,Reserve USD,0.998146,0.000357,0.0004,28797000.0,40083.0,40083.0,40083.0,28851000.0,0.0013919158245650589,0.6922197506297278,17.17578180773962,10.59873253117822,547,0.0016388069485414618,0.0002537201758681835
MAP-USD,MAP Protocol USD,0.013037,-0.000189,-0.0143,28749000.0,402465.0,402465.0,402465.0,2205000000.0,0.01399926953981008,0.012952749772272643,17.174113576777827,12.905365900223101,548,0.0019665683382497543,0.0003076474513605583
DFG19590-USD,Defigram USD,2.8728,-0.2261,-0.073,28728000.0,2235.0,2235.0,2235.0,10000000.0,7.779866332497911e-05,1.3539777596433475,17.1733828496973,7.71244383427499,549,0.0016388069485414618,0.00025273699369697024
WAIT-USD,Hourglass USD,0.2932,-0.01734,-0.0558,28722000.0,85796.0,85796.0,85796.0,97960000.0,0.002987117888726412,0.25711976686914095,17.173173972419217,11.359739319829798,550,0.002622091117666339,0.0003923687554461569
NTX13198-USD,NuNet USD,0.056989,-0.001769,-0.0301,28727000.0,74906.0,74906.0,74906.0,504085000.0,0.0026075120966338287,0.05542430002221802,17.173348039847323,11.224002623082315,551,0.002622091117666339,0.0003655907224403173
BLZ-USD,Bluzelle USD,0.084196,0.001757,0.0213,28711000.0,4011999.9999999995,4011999.9999999995,4011999.9999999995,341000000.0,0.13973738288460866,0.08083869848108771,17.17279091738983,15.204800677316175,552,0.0022943297279580466,0.00032952424525047627
DF-USD,dForce USD,0.066239,0.00049,0.0075,28617000.0,8355000.0,8355000.0,8355000.0,432032000.0,0.29195932487682147,0.06413750324064157,17.16951153973972,15.938370839700433,553,0.0022943297279580466,0.0003242858005299628
VIDT22710-USD,VIDT DAO USD,0.037144,-0.000231,-0.0062,28601000.0,3374000.0,3374000.0,3374000.0,770011000.0,0.11796790322016713,0.036470781709158955,17.168952275177595,15.03160983847212,554,0.0019665683382497543,0.00029234702419428913
QRDO-USD,Qredo USD,0.100234,0.00312,0.0321,28541000.0,1124000.0,1124000.0,1124000.0,284742000.0,0.0393819417679829,0.09552288445381418,17.16685224297884,13.932405199115093,555,0.0019665683382497543,0.00031462314580921245
COS-USD,Contentos USD,0.006858,-5e-05,-0.0073,28534000.0,8071999.999999999,8071999.999999999,8071999.999999999,4160999999.9999995,0.2828905866685357,0.006834590883537567,17.166606951702807,15.903911964900608,556,0.0032776138970829235,0.0004522268021170495
GMT10180-USD,GMT Token USD,0.107647,-0.000259,-0.0024,28374000.0,1262000.0,1262000.0,1262000.0,263581000.00000003,0.04447733840840206,0.102237945506099,17.1609838260976,14.048209114476009,557,0.0016388069485414618,0.00023710553550576027
ONIT-USD,ONBUFF USD,0.036821,-0.000456,-0.012199999999999999,28355000.0,224191.0,224191.0,224191.0,770075000.0,0.007906577323223418,0.036159301040380586,17.160313974697413,12.320258106557159,558,0.0019665683382497543,0.00029401397321031185
BAX-USD,BABB USD,0.000567,-4.3e-05,-0.071,28266000.0,526558.0,526558.0,526558.0,49854000000.0,0.018628670487511496,0.0005668393162355939,17.157170262288425,13.174118665056554,559,0.0019665683382497543,0.00031001196452939603
